doc_id,product_id,aspect_name,overall_sentiment,mentions_total,mentions_positive,mentions_negative,summary_text,doc_type,snippet_1_highlight,snippet_1_text,snippet_2_highlight,snippet_2_text,snippet_3_highlight,snippet_3_text
4f309c33-f35c-4f29-8bf4-55ca1b9e116f,B086671ZSR,Comfort,Mixed,708,527,181,"Customers have mixed opinions about the headphones' comfort, with some praising the plush ear cups and good cushioning, while others report that they hurt after 15-20 minutes of use.",aspect_summary,ears will hurt for a long while,"""...After removing these headphones, your ears will hurt for a long while , and you'll feel like never wearing these again....""",earcups are giving pain,"""...people who are 6feet, for me it's little uncomfortable the earcups are giving pain after some use of 15-20 min. The sound is good I say....""",comfortable design,"""...price, delivering robust sound quality, long battery life, and comfortable design . Pure Value For Money. ⚠️ Don't go through Negative comments"""
c7f7a390-e02b-4d71-8fd0-5ece65b974cd,B086671ZSR,Functionality,Mixed,484,655,829,"Customers have mixed experiences with the headphones' functionality, with some finding them awesome in all aspects while others report that the product stops working properly or only functions for 40 minutes.",aspect_summary,spikes in dissconectivity,"""...Connectivity : Good, I notice some spikes in dissconectivity atleast with my phone, I'll test with other devices and update. -...""",performs adequately,"""...Gaming: For casual gaming, the Rockerz 450 performs adequately (with aux connected) ....""",left side of headphone stop working,"""...But Today: 16 February 2025 left side of headphone stop working , warranty is over I don't know what to do with them now 🤷..."""
93ae7385-aeb9-471b-9621-78ea39ddd954,B086671ZSR,Sturdiness,Negative,923,130,793,"Customers report multiple issues with the headphones' durability, noting that the right side breaks into pieces and the hinge fails within 4-5 months of use.",aspect_summary,lasted only a year and half,"""...This is from personal experience as it lasted only a year and half . It is a small headphone but can cover your ears effectively....""",lifespan of this headphone is not good,""" lifespan of this headphone is not good , wears out within a year. But sound quality is good.""",can get scratched easily,"""...Build quality : It's made of plastic, can get scratched easily I'd say. Doesn't feel too flimsy nor sturdy either. Be careful with it -..."""
a73cb49f-d2bd-421b-bd0b-a64596973c70,B0DHDDF5J2,Build quality,Positive,818,594,224,"Customers praise the build quality of these headphones, noting their sturdy construction and good speaker performance, with one customer specifically mentioning the high-quality leather earcups.",aspect_summary,without compromising on quality,"""...quite expensive, but these are surprisingly affordable without compromising on quality ....""",material quality is decent,"""...The material quality is decent , but it should be handled with care — it's not meant for rough use or frequent drops....""",best headphones,"""...This is one of the best headphones available in the ₹1000 price range. I’ve tried many others, but overall, this is the best one."""
927eee06-b05e-4452-8efd-acff68d0fc0c,B0DHDDF5J2,Sound quality,Positive,267,532,735,"Customers praise the headphones' sound quality, noting they are well balanced with good bass and effectively absorb surrounding noise.",aspect_summary,clear audio,"""...The sound quality is impressive too— clear audio with good bass, and I didn’t notice any distortion even at higher volumes....""",sound quality is impressive,"""...The sound quality is impressive for the price range, and it's lightweight and comfortable to wear....""",sound quality of these headphones is excellent,"""...Sound Quality (5 Stars) The sound quality of these headphones is excellent —perfect for any purpose...."""
6616c9c5-6769-43d5-8a7d-e44517231a1e,B0DHDDF5J2,Value for money,Positive,725,294,431,"Customers find these headphones offer good value for money, with decent sound quality relative to their price point.",aspect_summary,affordable,"""...headphones are usually quite expensive, but these are surprisingly affordable without compromising on quality....""",good headphone for the price,"""...Overall, it's a good headphone for the price . If you're looking for a budget-friendly option, this is one of the best in its category.""",Budget friendly,"""Clear sound. good bass quality. Delivery on time. Budget friendly ."""
b0de810a-eb08-49b3-a663-7f5a9629823f,B0DHDDF5J2,Design,Positive,752,685,67,"Customers appreciate the headphones' design, noting their premium appearance and edge-to-edge finishing, with one customer highlighting the helpful one-side wire configuration.",aspect_summary,nice finish,"""...The build quality is solid, with a nice finish that feels durable....""",Sleek,"""...Build quality is good. - Sleek , simple, matte, compact. You can’t go wrong with simple and sweet. -...""",looks premium,"""...also is very good it is little bit heavier but it is good and it looks premium it feels premium according to prize Bond it is a good product"""
6ecf54ee-21b5-459c-995b-aeaef975962a,B0DHDDF5J2,Functionality,Mixed,595,627,968,"Customers have mixed experiences with the headphones' functionality, with some reporting good performance while others mention issues with the microphone not working properly.",aspect_summary,it doesn't function,"""...Even if a converter plug is used, it doesn't function . Good for Laptop and other systems. Music quality; I would put at 6/10. That's all....""",very happy with its performance,"""I recently purchased a wired headset, and I am very happy with its performance ....""",Boat head phone not working,""" Boat head phone not working """
fc45ae87-fe2c-4759-82f4-fbf3e6c023a4,B0DHDDF5J2,Comfort,Mixed,437,753,684,"Customers have mixed opinions about the headphones' comfort, with some finding them soft and comfortable on the ears, while others report that they can be painful after long wear.",aspect_summary,fit comfortably,"""...They fit comfortably and block out outside noise pretty well, which makes for a great listening experience....""",feel when you use it,"""...But it is a little heavy, you'll feel when you use it . I'll not recommend this for long time use....""",comfortable to wear,"""...is impressive for the price range, and it's lightweight and comfortable to wear ...."""
f05e960e-ccad-4a4c-a80f-16266e28167f,B0DHDDF5J2,Mic quality,Negative,788,195,593,"Customers report issues with the microphone quality of these headphones, noting that it is not good, doesn't work properly, produces unclear voice, and has degraded performance over time.",aspect_summary,microphone issue,"""...The only reason I’m giving 4.5 stars instead of 5 is due to the microphone issue ....""",feels very sensitive,"""...and value for money but we should be careful with cable it feels very sensitive and it's not detachable so if wire is damaged we cannot change it.""",microphone works well for calls and gaming,"""...The microphone works well for calls and gaming , delivering crisp and noise-free voice transmission...."""
fbf037b6-77ef-42ca-b455-50eddab886c9,B0DHDDF5J2,Pain level,Negative,705,12,693,Customers report pain in their ears while using these headphones.,aspect_summary,ears hurt after long hours,"""The ears hurt after long hours (3-4)""",Ear hurts even after an hour use,"""...Only con: Ear hurts even after an hour use which is a design flaw. Cant use it for long office calls. It hurts.😬...""",ears and my head hurt,"""...I just can't wear these more more than 10 minutes. My ears and my head hurt ( even after I adjust the length )"""
f7e2289c-a4c1-4abe-9948-2f122621ed42,B08667772G,Sound quality,Positive,345,294,51,"Customers praise the headphones' sound quality, noting good voice reproduction and effective noise cancellation, making them suitable for long listening sessions.",aspect_summary,robust sound quality,"""...Rockerz 450 offers excellent value for its price, delivering robust sound quality , long battery life, and comfortable design. Pure Value For Money....""",lasting sound quality,"""Easy connectivity good comfort 4 days battery life long lasting sound quality also good 3D sound quality lightweight. Value for money.""",bass is punchy and powerful,"""...The bass is punchy and powerful , though sometimes it does drown out the mids and highs a bit...."""
